unserved_demand,total_access_time,inequity,total_cost,total_cost_cny
66.01464871005737,343834.3584185856,7.1507841099283,5158845445.633231,5158845446.0
67.88866611428966,297297.14049223065,6.195660250152342,13708902726.367859,13708902726.0
67.88866611428966,294426.158778822,6.120199303562614,14091260230.83308,14091260231.0
67.88866611428966,297247.4335979348,6.195660250152342,13822902726.367859,13822902726.0
71.01870138249069,372023.10456661787,7.674350091753715,2738038702.5126214,2738038703.0
72.37107934927917,370252.3773596672,7.6581059219551575,2795038702.5126214,2795038703.0
76.45497509227425,330829.7623580703,6.73664146793425,7048055622.486174,7048055622.0
76.45497509227425,330485.69516659854,6.7378411302338685,7190430244.676468,7190430245.0
76.73558302440506,334313.5973997639,6.8390008937438065,6948613643.555847,6948613644.0
80.07442654106126,350179.75052664074,7.275779923079231,4828211684.016092,4828211684.0
89.64767683740502,348873.858547617,7.266545769490854,4906000916.992186,4906000917.0
92.83280218741129,320687.7201617201,6.567848270289437,8433500868.076618,8433500868.0
92.83280218741129,320318.71034281794,6.5667844723703945,8574246556.772856,8574246557.0
93.13117795177823,352474.92809269176,7.393512865520555,3922999466.0818195,3922999466.0
93.87407351423462,388564.9720519881,7.978299263792338,2136284148.8646488,2136284149.0
110.50561052797275,374979.47388433345,7.719448564141612,2708628005.237326,2708628005.0
125.8492348519867,332147.6297931869,6.867215946938727,6299533344.48393,6299533344.0
125.8492348519867,332414.5777512895,6.867215946938727,6242533344.48393,6242533344.0
140.3888258528459,366837.8559447597,7.711550574888861,3381168571.376585,3381168571.0
144.78711791260866,407313.237994207,8.290807549071866,1539768998.7994506,1539768999.0
144.78711791260866,403677.77015548095,8.218203148462909,1596768998.7994506,1596768999.0
166.83750752536434,369856.5767887526,7.756128364759387,3148848605.2833686,3148848605.0
171.95204887633008,334294.7822985826,6.838813855995188,5983213261.63675,5983213262.0
183.0437654256748,411665.3394820577,8.369702409729783,1426831644.0590515,1426831644.0
183.0437654256748,408261.93800721853,8.368283493875587,1483831644.059052,1483831644.0
183.72016400096618,333636.3835067692,6.841364458250179,5983213261.63675,5983213262.0
204.7161967620632,394538.78334524087,8.027957835411987,1994614900.8592143,1994614901.0
205.94196347866819,369847.4604517938,7.804806191072884,3153168571.376585,3153168571.0
206.480450087176,391808.9731515154,7.948152605697884,2170567471.876924,2170567472.0
209.67466041904845,404954.0834501499,8.408616062494067,1483831644.059052,1483831644.0
216.08246293995035,389680.9126543923,7.93904422393312,2046019749.3693473,2046019749.0
227.77148581822257,380307.2393877853,7.903468582659128,2612137181.161888,2612137181.0
227.77148581822257,382525.37370010925,7.9124492236866715,2555137181.1618886,2555137181.0
234.74086846296996,394548.27938437415,7.997981243154502,1860816952.5842323,1860816953.0
245.57885105766763,393882.9024026932,8.051703618246261,1751658000.9140897,1751658001.0
254.57694395195722,389954.2212878081,7.917526495536162,1906996956.703771,1906996957.0
261.56266034548025,468572.2023271824,10.452272934732736,720916329.3702209,720916329.0
261.56266034548025,468572.2023271824,10.452272934732736,720916329.3702209,720916329.0
268.98042599480686,393553.5954409634,8.059874510041828,1866897096.9562237,1866897097.0
